ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note,Wikipedia_URL
"mahanandhi","Mahanandhi","Mahānandhi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mandamari","Mandamari","Mandāmari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 S'","S' N2 S D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mangalavathi","Mangalavathi","Mangalāvathi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 S'","S' D2 P M1 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"manirangu","Manirangu","Manirangu",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P M1 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"manjari","Manjari","Manjari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 P N2 D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"manohari","Manohari","Manohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 P D2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"manorama","Manorama","Manorama",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D1 P S'","S' N2 D1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"maruvadhanyasi","Maruvadhanyasi","Maruvadhanyāsi",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 S'","S' N2 D2 P M1 D2 M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mishramanolayam-m22","Mishramanolayam","Mishramanolayam",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' D2 D1 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mishra-shivaranjani","Mishra shivaranjani","Mishra shivaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",Yes,"R1 G3 M1 M2 D1 N2 N3",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"malhar-or-miyan-ki-malhar","Malhar or Miyan ki Malhar","Malhar or Miyān ki Malhār",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 P M1 P N2 D2 N3 S'","S' N2 P M1 P G2 M1 R2 S","Shadava",Yes,"N3",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Malhar"
"mukhari","Mukhari","Mukhāri",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 D2 S'","S' N2 D1 P M1 G2 R2 S","Shadava-Sampurna",Yes,"D1",Yes,"","https://en.wikipedia.org/wiki/Mukhari"
"nadachintamani","Nadachintamani","Nādachintāmani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 N2 D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nadatarangini","Nadatarangini","Nādatārangini",22,"Kharaharapriya",4,"Veda (Scriptures)","S P M1 R2 G2 S'","S' P N2 D2 P M1 G2 R2 G2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nadavarangini","Nadavarangini","Nādavarangini",22,"Kharaharapriya",4,"Veda (Scriptures)","S P M1 N2 D2 N2 S'","S' P N2 D2 P M1 G2 R2 G2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nagari","Nagari","Nāgari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nagavalli","Nagavalli","Nāgavalli",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 D2 N2 S'","S' N2 D2 M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nayaki","Nayaki","Nāyaki",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 D2 P S'","S' N2 D2 P M1 R2 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nigamagamini","Nigamagamini","Nigamagāmini",22,"Kharaharapriya",4,"Veda (Scriptures)","M1 G2 S G2 M1 N2 S'","S' N2 M1 G2 M1 G2 S","Swarantara",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nirmalangi","Nirmalangi","Nirmalāngi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"omkari","Omkari","Omkāri",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"panchamam","Panchamam","Panchamam",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 D2 P N2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"phalamanjari","Phalamanjari","Phalamanjari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 S'","S' N2 D2 P M1 G2 M1 R2 S","Swarantara-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"phalaranjani","Phalaranjani","Phalaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P M1 D2 S'","S' N2 D2 P M1 G2 M1 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pilu-peelu-","Pilu (peelu)","Pilu (peelu)",22,"Kharaharapriya",4,"Veda (Scriptures)","N3 S G3 M1 P N3 S'","S' N2 D2 P D1 P M1 G2 R2 S N3 S","Audava-Sampurna",Yes,"G3 D1 N3",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Pilu_(raga)"
"poornakalanidhi","Poornakalanidhi","Poornakalānidhi",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pushpalathika","Pushpalathika","Pushpalathika",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 S'","S' N2 P M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ratipatipriya","Ratipatipriya","Ratipatipriya",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P N2 S'","S' N2 P G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"reethigowla","Reethigowla","Reethigowla",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 N2 D2 M1 N2 N2 S'","S' N2 D2 M1 G2 M1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Reethigowla"
"rudrapriya","Rudrapriya","Rudrapriyā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 P M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sahana","Sahana","Sahāna",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P M1 D2 N2 S'","S' N2 D2 P M1 G2 G2 R2 G2 R2 S","Sampurna",Yes,"G3",Yes,"Original","https://en.wikipedia.org/wiki/Sahana_(raga)"
"salagabhairavi","Salagabhairavi","Sālagabhairavi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Salaga_Bhairavi"
"sarang","Sarang","Sārang",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P M1 R2 S","Audava",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"saindhavi","Saindhavi","Saindhavi",22,"Kharaharapriya",4,"Veda (Scriptures)","N2 D2 N2 S R2 G2 M1 P D2 N2","D2 P M1 G2 R2 S N2 D2 N2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sangrama","Sangrama","Sangrama",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 D2 N2 P S'","S' N2 D2 G2 R2 S","Shadava-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sankrandanapriya","Sankrandanapriya","Sankrāndanapriyā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sarvachoodamani","Sarvachoodamani","Sarvachoodāmani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 G2 M1 P D2 N2 S'","S' N2 P D2 N2 D2 P M1 G2 R2 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shivapriya","Shivapriya","Shivapriyā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shivaranjani","Shivaranjani","Shivaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Shivaranjani"
"shree-manohari","Shree Manohari","Shree Manohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 P D2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shree-manoranjani","Shree Manoranjani","Shree Manoranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shreeranjani","Shreeranjani","Shreeranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 D2 N2 S'","S' N2 D2 M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Shreeranjani"
"siddhasena","Siddhasena","Siddhasena",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 P D2 S'","S' N2 D2 M1 P M1 R2 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-bangala","Suddha Bangala","Suddha Bangāla",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 S'","S' D2 P M1 R2 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-bhairavi","Suddha Bhairavi","Suddha Bhairavi",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 D2 S'","S' N2 D2 M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-dhanyasi","Suddha Dhanyasi","Suddha Dhanyāsi",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 P M1 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Shuddha_Dhanyasi"
"suddha-hindolam","Suddha Hindolam","Suddha Hindolam",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 G2 S","Audava",No,"",Yes,"Varamu","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-manohari","Suddha Manohari","Suddha Manohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 S'","S' N2 P M1 R2 G2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-velavali","Suddha Velavali","Suddha Velāvali",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D2 N2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sugunabhooshani","Sugunabhooshani","Sugunabhooshani",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P M1 D2 N2 S'","S' N2 D2 P M1 D2 M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"swarabhooshani","Swarabhooshani","Swarabhooshani",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N2 S'","S' N2 D2 P M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"swarakalanidhi","Swarakalanidhi","Swarakalānidhi",22,"Kharaharapriya",4,"Veda (Scriptures)","S M1 G2 M1 P D2 N2 S'","S' N2 D2 N2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"swararanjani","Swararanjani","Swararanjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 D2 N2 S'","S' N2 P M1 G2 M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"tavamukhari","Tavamukhari","Tavamukhāri",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vajrakanti","Vajrakanti","Vajrakānti",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 D1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gowrivelavali","Gowrivelavali","Gowrivelāvali",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 G2 S R2 M1 P D2 S S R2 G1 G2 S R2 M1 M1 P D2 D2 S'","S' N3 D2 P M1 G2 R2 S S N3 D2 P M1 G1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gowrishankar","Gowrishankar","Gowrishankar",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 G2 M1 P N3 S'","S' N3 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsadeepika","Hamsadeepika","Hamsadeepika",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 G2 M1 D2 S'","S' N3 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hrudkamali","Hrudkamali","Hrudkamali",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 M1 D2 N3 S'","S' N3 D2 M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"lavanthika","Lavanthika","Lavanthika",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N3 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sundaramanohari","Sundaramanohari","Sundaramanohari",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N3 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"patdip","Patdip","Patdīp",23,"Gourimanohari",4,"Veda (Scriptures)","N3 S G2 M1 P N3 S'","S' N3 D2 P M1 P G2 M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Patdeep"
"thyagaraja-mangalam","Thyagaraja Mangalam","Thyagaraja Mangalam",23,"Gourimanohari",4,"Veda (Scriptures)","S G2 M1 P N3 S'","S' N3 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Thyagaraja_Mangalam"
"vasantashree","Vasantashree","Vasantashree",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 G2 M1 D2 N3 S'","S' N3 D2 M1 G2 R2 S","Shadava",No,"",Yes,"Amba Manohari","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"velavali","Velavali","Velāvali",23,"Gourimanohari",4,"Veda (Scriptures)","S G2 M1 D2 N3 S S R2 M1 P D2 S S R2 G2 M1 P D2 S S G2 R2 M1 P D2 S S R2 G2 S R2 M1 P D2 S S R2 M1 P D2 N3 S","S N3 D2 P M1 G2 R2 S S N3 D2 P M1 G2 R2 S S N3 D2 P M1 G2 S S N3 D2 P M1 G2 R2 S S N3 D2 P M1 G2 R2 S S N3 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"veeravasantham","Veeravasantham","Veeravasantham",24,"Varunapriya",4,"Veda (Scriptures)","S R2 G2 M1 P S'","S' N3 D3 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sharavathi","Sharavathi","Sharāvathi",25,"Mararanjani",5,"Bana (Arrows)","S R2 G3 M1 P D1 N1 D1 S'","S' N1 D1 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"devasalaga","Devasalaga","Devasalaga",25,"Mararanjani",5,"Bana (Arrows)","S G3 P D1 N1 S'","S' N1 D1 P M1 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kesari","Kesari","Kesari",25,"Mararanjani",5,"Bana (Arrows)","S R2 G3 M1 P M1 D1 P D1 S'","S' D1 N1 D1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gayakamandini","Gayakamandini","Gayakamandini",25,"Mararanjani",5,"Bana (Arrows)","S R2 G3 M1 P D1 S","S D1 P M1 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rajathilaka","Rajathilaka","Rājathilaka",25,"Mararanjani",5,"Bana (Arrows)","S R2 G3 M1 P S'","S' P M1 G3 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"tarangini","Tarangini","Tarangini",26,"Charukesi",5,"Bana (Arrows)","S R2 G3 P D1 N2 D1 S S R2 G3 P D1 N2 D1 P D1 S","S D1 P M1 G3 R2 S S D1 P G3 R2 S G3 M1 R2 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chirswaroopi","Chirswaroopi","Chirswaroopi",26,"Charukesi",5,"Bana (Arrows)","S R2 G3 M1 P D1 N2 S'","S' N2 D1 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"maravi","Maravi","Māravi",26,"Charukesi",5,"Bana (Arrows)","S G3 M1 P N2 S'","S' N2 D1 P M1 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poorvadhanyasi","Poorvadhanyasi","Poorvadhanyāsi",26,"Charukesi",5,"Bana (Arrows)","S M1 G3 M1 N2 S'","S' N2 D1 P M1 G3 R2 S","Swarantara-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shiva-manohari","Shiva Manohari","Shiva Manohari",26,"Charukesi",5,"Bana (Arrows)","S M1 G3 M1 P D1 N2 S'","S' N2 D1 P M1 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shukrajyothi","Shukrajyothi","Shukrajyothi",26,"Charukesi",5,"Bana (Arrows)","S R2 G3 M1 P D1 N2 S'","S' N2 P D1 M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ushabharanam","Ushabharanam","Ushābharanam",26,"Charukesi",5,"Bana (Arrows)","S G3 M1 D1 P M1 D1 N2 S'","S' N2 D1 P M1 G3 R2 G3 M1 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sowrasena","Sowrasena","Sowrasenā",27,"Sarasangi",5,"Bana (Arrows)","S R2 M1 P D1 S'","S' N3 D1 P M1 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"haripriya","Haripriya","Haripriya",27,"Sarasangi",5,"Bana (Arrows)","S R1 G3 M1 P S'","S' N3 D1 P M1 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"srirangapriya","Srirangapriya","Srirangapriya",27,"Sarasangi",5,"Bana (Arrows)","S R2 G3 M1 P D1 S'","S' D1 P M1 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kamala-manohari","Kamala Manohari","Kamalā Manohari",27,"Sarasangi",5,"Bana (Arrows)","S G3 M1 P N3 S'","S' N3 D1 P M1 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"madhulika","Madhulika","Madhulika",27,"Sarasangi",5,"Bana (Arrows)","S R2 G3 M1 N3 S'","S' N3 M1 G3 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nalinakanthi","Nalinakanthi","Nalinakānthi",27,"Sarasangi",5,"Bana (Arrows)","S G3 R2 M1 P N3 S'","S' N3 P M1 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"neelamani","Neelamani","Neelamani",27,"Sarasangi",5,"Bana (Arrows)","S R2 M1 P D1 N3 S'","S' N3 D1 P M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"salavi","Salavi","Salavi",27,"Sarasangi",5,"Bana (Arrows)","S G3 R2 G3 M1 P D1 N3 D1 S'","S' N3 D1 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sarasanana","Sarasanana","Sarasānana",27,"Sarasangi",5,"Bana (Arrows)","S R2 G3 M1 D1 N3 S'","S' N3 D1 M1 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"saraseeruha","Saraseeruha","Saraseeruha",27,"Sarasangi",5,"Bana (Arrows)","S R2 G3 M1 D1 N1 D1 S'","S' N1 D1 M1 G3 R2","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"simhavahini","Simhavahini","Simhavāhini",27,"Sarasangi",5,"Bana (Arrows)","S G2 M1 P D1 N3 S'","S' N3 D1 P M1 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"surasena","Surasena","Surasena",27,"Sarasangi",5,"Bana (Arrows)","S R2 M1 P D1 S'","S' N3 D1 P M1 G3 S R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sutradhari-m27","Sutradhari","Sutradhāri",27,"Sarasangi",5,"Bana (Arrows)","(Also 20) S R2 M1 P D1 S'","S' D1 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vasanthi","Vasanthi","Vasanthi",27,"Sarasangi",5,"Bana (Arrows)","S R2 G3 P D1 S'","S' D1 P G3 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"harikedaragowla","Harikedaragowla","Harikedāragowla",28,"Harikambhoji",5,"Bana (Arrows)","S R2 G3 M1 P D2 N2 S'","S' N2 D2 P M1 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ambhojini","Ambhojini","Ambhojini",28,"Harikambhoji",5,"Bana (Arrows)","S R2 G3 M1 D2 S'","S' D2 M1 G3 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"andhali","Andhali","Andhali",28,"Harikambhoji",5,"Bana (Arrows)","S R2 M1 P N2 S'","S' N2 P M1 R2 G3 M1 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"aparoopam","Aparoopam","Aparoopam",28,"Harikambhoji",5,"Bana (Arrows)","S R2 G3 M1 P N2 D2 N2 S'","S' D2 M1 G3 R2 G3 S","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"balahamsa","Balahamsa","Bālahamsa",28,"Harikambhoji",5,"Bana (Arrows)","S R2 M1 P D2 S'","S' N2 D2 P M1 R2 M1 G3 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bahudari","Bahudari","Bahudāri",28,"Harikambhoji",5,"Bana (Arrows)","S G3 M1 P D2 N2 S'","S' N2 P M1 G3 S","Shadava-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Bahudari"
"chayalagakhamas","Chayalagakhamas","Chāyalagakhamās",28,"Harikambhoji",5,"Bana (Arrows)","S M1 G3 M1 P D2 N2 S'","S' N2 D2 P M1 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chayatarangini","Chayatarangini","Chāyatārangini",28,"Harikambhoji",5,"Bana (Arrows)","S R2 M1 G3 M1 P N2 S'","S' N2 D2 P M1 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chandrahasitham","Chandrahasitham","Chandrahasitham",28,"Harikambhoji",5,"Bana (Arrows)","S R2 G3 M1 D2 N2 S'","S' N2 D2 M1 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dasharatipriya","Dasharatipriya","Dasharatipriya",28,"Harikambhoji",5,"Bana (Arrows)","S M1 G3 M1 P D2 N2 D2 S'","S' N2 D2 P M1 G3 M1 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
