Song,Movie,Year,Raga,Musician,Lyricist,Singers,Song_ID,Movie_ID,Song_URL,Movie_URL
Neelalohitha,Kaaveri,1986,Amrithavarshini,"V Dakshinamoorthy, Ilayaraja",Kavalam Narayana Panicker,M Balamuralikrishna,7833,822,https://en.msidb.org/s.php?7833,https://en.msidb.org/m.php?822
Azhakinte Nirakumbham,Oru Manju Thulli Pole,1986,Amrithavarshini,Darsan Raman,Sarath Vayalar,MG Sreekumar,12953,3468,https://en.msidb.org/s.php?12953,https://en.msidb.org/m.php?3468
Oru Dalam Maathram,Jaalakam,1987,Amrithavarshini,MG Radhakrishnan,ONV Kurup,KJ Yesudas,7082,3688,https://en.msidb.org/s.php?7082,https://en.msidb.org/m.php?3688
Manipravaalam,Vaasavadatha,1991,Amrithavarshini,Raveendran,Bichu Thirumala,KS Chithra,10638,1662,https://en.msidb.org/s.php?10638,https://en.msidb.org/m.php?1662
Devi neeyen,Oru Mutham Mani Mutham,1997,Amrithavarshini,Raveendran,ONV Kurup,KJ Yesudas,11716,1692,https://en.msidb.org/s.php?11716,https://en.msidb.org/m.php?1692
Aashaadam,Mazha,2000,Amrithavarshini,Raveendran,K Jayakumar,"KJ Yesudas, KS Chithra",9302,4296,https://en.msidb.org/s.php?9302,https://en.msidb.org/m.php?4296
Aashaadam,Mazha,2000,Amrithavarshini,Raveendran,K Jayakumar,Pradip Somasundaran,194288,4296,https://en.msidb.org/s.php?194288,https://en.msidb.org/m.php?4296
Manassi Nabhassi,Raathrimazha,2007,Amrithavarshini,Ramesh Narayan,ONV Kurup,Ramesh Narayan,11182,5191,https://en.msidb.org/s.php?11182,https://en.msidb.org/m.php?5191
Aalaapam,Nalla Paattukaarey,2010,Amrithavarshini,Sharreth,Gireesh Puthenchery,"Najim Arshad, Gayathri Suresh",190817,6690,https://en.msidb.org/s.php?190817,https://en.msidb.org/m.php?6690
Dhavalaroopa,Prasanna,1950,Ananda Bhairavi,Jnanamani,Abhayadev,Jayalakshmi,1545,2058,https://en.msidb.org/s.php?1545,https://en.msidb.org/m.php?2058
Minnum Ponnin Kireedam,Neelakkuyil,1954,Ananda Bhairavi,K Raghavan,Traditional (CV Bhattathiri),Santha P Nair,1758,4647,https://en.msidb.org/s.php?1758,https://en.msidb.org/m.php?4647
Kanna Thaamarakanna,Bhakthakuchela,1961,Ananda Bhairavi,Br Lakshmanan,Thirunayinaarkurichi Madhavan Nair,AP Komala,85,1265,https://en.msidb.org/s.php?85,https://en.msidb.org/m.php?1265
Jaathibhedam Mathadwesham,Kaalpaadukal,1962,Ananda Bhairavi,MB Sreenivasan,Sreenarayana Guru,KJ Yesudas,120,1361,https://en.msidb.org/s.php?120,https://en.msidb.org/m.php?1361
Kaathukolka Njangale,Veluthambi Dalawa,1962,Ananda Bhairavi,V Dakshinamoorthy,Abhayadev,P Leela,2081,2472,https://en.msidb.org/s.php?2081,https://en.msidb.org/m.php?2472
Kanikaanum Neram,Omanakuttan,1964,Ananda Bhairavi,G Devarajan,Traditional (Poonthanam),"P Leela, Renuka",373,3706,https://en.msidb.org/s.php?373,https://en.msidb.org/m.php?3706
Poovittu Poovittu,Thilothama,1966,Ananda Bhairavi,G Devarajan,Vayalar Ramavarma,P Susheela,789,4016,https://en.msidb.org/s.php?789,https://en.msidb.org/m.php?4016
Kaatharamizhi,Arakkillam,1967,Ananda Bhairavi,G Devarajan,Vayalar Ramavarma,P Leela,884,308,https://en.msidb.org/s.php?884,https://en.msidb.org/m.php?308
Chethi Mandaaram Thulasi,Adimakal,1969,Ananda Bhairavi,G Devarajan,Vayalar Ramavarma,P Susheela,1301,2774,https://en.msidb.org/s.php?1301,https://en.msidb.org/m.php?2774
Kasthoorippottu Maanju,Pooja Pushpam,1969,Ananda Bhairavi,V Dakshinamoorthy,Thikkurissi Sukumaran Nair,"KJ Yesudas, Renuka",1328,676,https://en.msidb.org/s.php?1328,https://en.msidb.org/m.php?676
Kalabhamazha Peyyunna,Kuttavaali,1970,Ananda Bhairavi,V Dakshinamoorthy,Vayalar Ramavarma,P Susheela,2314,1706,https://en.msidb.org/s.php?2314,https://en.msidb.org/m.php?1706
Kalimankudililirunnu,Swapnangal,1970,Ananda Bhairavi,G Devarajan,Vayalar Ramavarma,P Susheela,2348,2917,https://en.msidb.org/s.php?2348,https://en.msidb.org/m.php?2917
Illaarillam Kaattinullil,Karakaanaakkadal,1971,Ananda Bhairavi,G Devarajan,Vayalar Ramavarma,"P Madhuri, Chorus",2550,2739,https://en.msidb.org/s.php?2550,https://en.msidb.org/m.php?2739
Thiriyo Thiri Poothiri,Moonnupookkal,1971,Ananda Bhairavi,Pukazhenthi,P Bhaskaran,S Janaki,2414,2977,https://en.msidb.org/s.php?2414,https://en.msidb.org/m.php?2977
Dhanumaasathil Thiruvaathira,Maaya,1972,Ananda Bhairavi,V Dakshinamoorthy,Sreekumaran Thampi,"P Leela, Chorus",2668,5028,https://en.msidb.org/s.php?2668,https://en.msidb.org/m.php?5028
Aadiyil Malsyamaay,Sree Guruvayoorappan,1972,Ananda Bhairavi,V Dakshinamoorthy,ONV Kurup,KJ Yesudas,2785,790,https://en.msidb.org/s.php?2785,https://en.msidb.org/m.php?790
Veeraviraatakumaara,Maadhavikkutty,1973,Ananda Bhairavi,G Devarajan,Traditional (Irayimman Thampi),"P Madhuri, Chorus",3165,4791,https://en.msidb.org/s.php?3165,https://en.msidb.org/m.php?4791
Aaraattinaanakal,Shaasthram Jayichu Manushyan Thottu,1973,Ananda Bhairavi,V Dakshinamoorthy,Sreekumaran Thampi,KJ Yesudas,3099,1640,https://en.msidb.org/s.php?3099,https://en.msidb.org/m.php?1640
Pachamalappanamkuruvi,Arakkallan Mukkaalkkallan,1974,Ananda Bhairavi,V Dakshinamoorthy,P Bhaskaran,S Janaki,3429,3046,https://en.msidb.org/s.php?3429,https://en.msidb.org/m.php?3046
Naarayanaaya Nama,Chattakkaari,1974,Ananda Bhairavi,G Devarajan,Vayalar Ramavarma,P Leela,3313,2529,https://en.msidb.org/s.php?3313,https://en.msidb.org/m.php?2529
Amrithaprabhaatham Virinju,College Girl,1974,Ananda Bhairavi,AT Ummer,Dr Balakrishnan,"Chandrabhanu, Devi Chandra",3347,2577,https://en.msidb.org/s.php?3347,https://en.msidb.org/m.php?2577
Induchoodan Bhagavaante,Thacholi Marumakan Chanthu,1974,Ananda Bhairavi,V Dakshinamoorthy,P Bhaskaran,S Janaki,3378,3481,https://en.msidb.org/s.php?3378,https://en.msidb.org/m.php?3481
Swararagamadhuthoovum,Youvanam,1974,Ananda Bhairavi,V Dakshinamoorthy,Sreekumaran Thampi,KJ Yesudas,3279,757,https://en.msidb.org/s.php?3279,https://en.msidb.org/m.php?757
Shabarimalayil,Swaami Ayyappan,1975,Ananda Bhairavi,G Devarajan,Vayalar Ramavarma,KJ Yesudas,3672,213,https://en.msidb.org/s.php?3672,https://en.msidb.org/m.php?213
Swarna Kodimarathil,Swaami Ayyappan,1975,Ananda Bhairavi,G Devarajan,Sreekumaran Thampi,"P Jayachandran, N Sreekanth, P Madhuri, Chorus",3679,213,https://en.msidb.org/s.php?3679,https://en.msidb.org/m.php?213
Pachanellin Kathiru,Thiruvonam,1975,Ananda Bhairavi,MK Arjunan,Sreekumaran Thampi,"P Jayachandran, P Madhuri",3711,2938,https://en.msidb.org/s.php?3711,https://en.msidb.org/m.php?2938
Palanimalakkovilile,Pick Pocket,1976,Ananda Bhairavi,MK Arjunan,Pappanamkodu Lakshmanan,"P Jayachandran, Chorus",4031,1648,https://en.msidb.org/s.php?4031,https://en.msidb.org/m.php?1648
Mangalayaathira Rathri,Samasya,1976,Ananda Bhairavi,KP Udayabhanu,ONV Kurup,"Lekha K Nair, Chorus",3827,2263,https://en.msidb.org/s.php?3827,https://en.msidb.org/m.php?2263
Kani Kaanenam,Bandhanam,1978,Ananda Bhairavi,MB Sreenivasan,ONV Kurup,Leela Menon,12956,4972,https://en.msidb.org/s.php?12956,https://en.msidb.org/m.php?4972
Paluke Bangaramayena,Sankaraabharanam,1980,Ananda Bhairavi,KV Mahadevan,Vetturi Sundararamamoorthy,Vani Jairam,189885,843,https://en.msidb.org/s.php?189885,https://en.msidb.org/m.php?843
Madhura Nagarilo,Sree Thyagaraja,1981,Ananda Bhairavi,KV Mahadevan,Traditional (Chittoor Subramanya Pillai),Vani Jairam,6107,3020,https://en.msidb.org/s.php?6107,https://en.msidb.org/m.php?3020
Aalaayaal Thara Venam,Aalolam,1982,Ananda Bhairavi,Kavalam Narayana Panicker,Kavalam Narayana Panicker,Nedumudi Venu,189811,3865,https://en.msidb.org/s.php?189811,https://en.msidb.org/m.php?3865
Ksheera Saagara,Ente Mohangal Poovaninju,1982,Ananda Bhairavi,V Dakshinamoorthy,Traditional (Thyagaraja),KJ Yesudas,18970,890,https://en.msidb.org/s.php?18970,https://en.msidb.org/m.php?890
Baale edi baale,Ente Shathrukkal (Porattam),1982,Ananda Bhairavi,MK Arjunan,Poovachal Khader,"KJ Yesudas, Ambili Rajasekharan",6233,2345,https://en.msidb.org/s.php?6233,https://en.msidb.org/m.php?2345
Thushaaramanikal,Ilakkangal,1982,Ananda Bhairavi,MB Sreenivasan,Kavalam Narayana Panicker,"S Janaki, Kaviyoor Ponnamma, Sankaradi",6128,4207,https://en.msidb.org/s.php?6128,https://en.msidb.org/m.php?4207
Karaaravindena [Bit],Krishna Guruvaayoorappa,1984,Ananda Bhairavi,V Dakshinamoorthy,Thunchathezhuthachan,P Jayachandran,190307,2808,https://en.msidb.org/s.php?190307,https://en.msidb.org/m.php?2808
Anjanavarnnanaamunni,Sree Guruvayoor Maahaathmyam,1984,Ananda Bhairavi,V Dakshinamoorthy,P Bhaskaran,Kalyani Menon,8065,2756,https://en.msidb.org/s.php?8065,https://en.msidb.org/m.php?2756
Deepam,Avidatheppole Ivideyum,1985,Ananda Bhairavi,MK Arjunan,P Bhaskaran,S Janaki,6585,1949,https://en.msidb.org/s.php?6585,https://en.msidb.org/m.php?1949
Kanneerppoovinte,Kireedam,1989,Ananda Bhairavi,Johnson,Kaithapram,MG Sreekumar,6934,2203,https://en.msidb.org/s.php?6934,https://en.msidb.org/m.php?2203
Thaane poovitta moham,Sasneham,1990,Ananda Bhairavi,Johnson,PK Gopi,G Venugopal,5507,4426,https://en.msidb.org/s.php?5507,https://en.msidb.org/m.php?4426
Pooniram kandoodivannu,Bandhukkal Shathrukkal,1993,Ananda Bhairavi,Sreekumaran Thampi,Sreekumaran Thampi,"KJ Yesudas, KS Chithra, Chorus",10345,2751,https://en.msidb.org/s.php?10345,https://en.msidb.org/m.php?2751
Namasthesthu [Bit],Devaasuram,1993,Ananda Bhairavi,MG Radhakrishnan,Traditional (Lakshmi Ashtakam),B Arundhathi,189991,5052,https://en.msidb.org/s.php?189991,https://en.msidb.org/m.php?5052
Vaalkkanezhuthiya,Paithrukam,1993,Ananda Bhairavi,SP Venkitesh,Kaithapram,KJ Yesudas,10236,1132,https://en.msidb.org/s.php?10236,https://en.msidb.org/m.php?1132
Vaalkkannezhuthiya,Paithrukam,1993,Ananda Bhairavi,SP Venkitesh,Kaithapram,KS Chithra,10234,1132,https://en.msidb.org/s.php?10234,https://en.msidb.org/m.php?1132
Shaanthaakaaram Bhujagashayanam,Parinayam,1994,Ananda Bhairavi,Bombay Ravi,Yusufali Kecheri,KS Chithra,10129,3618,https://en.msidb.org/s.php?10129,https://en.msidb.org/m.php?3618
Suvi Suvi,Krishnagudiyil Oru Pranayakaalathu,1997,Ananda Bhairavi,Vidyasagar,Gireesh Puthenchery,Saahithi,11413,413,https://en.msidb.org/s.php?11413,https://en.msidb.org/m.php?413
Onathumbi paadu,Super Man,1997,Ananda Bhairavi,SP Venkitesh,S Ramesan Nair,KJ Yesudas,9682,4443,https://en.msidb.org/s.php?9682,https://en.msidb.org/m.php?4443
Onathumbi paadu,Super Man,1997,Ananda Bhairavi,SP Venkitesh,S Ramesan Nair,Sujatha Mohan,1953826,4443,https://en.msidb.org/s.php?1953826,https://en.msidb.org/m.php?4443
Kaaveri theerathe,Kaikkudanna Nilaavu,1998,Ananda Bhairavi,Kaithapram,Gireesh Puthenchery,KS Chithra,9642,82,https://en.msidb.org/s.php?9642,https://en.msidb.org/m.php?82
Prayam nammil,Niram,1999,Ananda Bhairavi,Vidyasagar,Bichu Thirumala,"P Jayachandran, Sujatha Mohan",9456,3611,https://en.msidb.org/s.php?9456,https://en.msidb.org/m.php?3611
Chittolam,Udayapuram Sulthan,1999,Ananda Bhairavi,Kaithapram,Kaithapram,"KJ Yesudas, KS Chithra",9415,2429,https://en.msidb.org/s.php?9415,https://en.msidb.org/m.php?2429
Aattunottundaaya (F),Shaantham,2000,Ananda Bhairavi,Kaithapram,Kaithapram,KS Chithra,9244,2304,https://en.msidb.org/s.php?9244,https://en.msidb.org/m.php?2304
Aattunottundaaya (M),Shaantham,2000,Ananda Bhairavi,Kaithapram,Kaithapram,KJ Yesudas,9248,2304,https://en.msidb.org/s.php?9248,https://en.msidb.org/m.php?2304
Gokulathil,Kayyethum Doorathu,2002,Ananda Bhairavi,Ouseppachan,S Ramesan Nair,"Vidhu Prathap, KS Chithra",10709,2623,https://en.msidb.org/s.php?10709,https://en.msidb.org/m.php?2623
Vasantharaavin,Kayyethum Doorathu,2002,Ananda Bhairavi,Ouseppachan,S Ramesan Nair,"Vijay Yesudas, Sujatha Mohan",10713,2623,https://en.msidb.org/s.php?10713,https://en.msidb.org/m.php?2623
Makara nilaavil,Snehithan,2002,Ananda Bhairavi,Mohan Sithara,Yusufali Kecheri,KJ Yesudas,8874,4160,https://en.msidb.org/s.php?8874,https://en.msidb.org/m.php?4160
Ninakkum Nilaavil,Mullavalliyum Thenmaavum,2003,Ananda Bhairavi,Ouseppachan,Gireesh Puthenchery,Kalyani Menon,8752,2994,https://en.msidb.org/s.php?8752,https://en.msidb.org/m.php?2994
Ee Kannan Kaattum Kusrithi,Thilakkam,2003,Ananda Bhairavi,Kaithapram Viswanath,Kaithapram,"Kallara Gopan, Sujatha Mohan",8714,4267,https://en.msidb.org/s.php?8714,https://en.msidb.org/m.php?4267
Chempadapada,Chandrolsavam,2005,Ananda Bhairavi,Vidyasagar,Arumughan Vengidangu,MG Sreekumar,8332,603,https://en.msidb.org/s.php?8332,https://en.msidb.org/m.php?603
Punnellin kathirola,Made In USA,2005,Ananda Bhairavi,Vidyasagar,ONV Kurup,Aparna Rajeev,10903,1687,https://en.msidb.org/s.php?10903,https://en.msidb.org/m.php?1687
Punnellin kathirola [M],Made In USA,2005,Ananda Bhairavi,Vidyasagar,ONV Kurup,P Jayachandran,15492,1687,https://en.msidb.org/s.php?15492,https://en.msidb.org/m.php?1687
Aadadi aadadadi,Ullam,2005,Ananda Bhairavi,Kaithapram Viswanath,Kaithapram,G Venugopal,11023,3830,https://en.msidb.org/s.php?11023,https://en.msidb.org/m.php?3830
Kai Niraye Venna,Baba Kalyani,2006,Ananda Bhairavi,Alex Paul,Sarath Vayalar,G Venugopal,12364,5309,https://en.msidb.org/s.php?12364,https://en.msidb.org/m.php?5309
Kai Niraye Venna (F),Baba Kalyani,2006,Ananda Bhairavi,Alex Paul,Sarath Vayalar,Manjari,12365,5309,https://en.msidb.org/s.php?12365,https://en.msidb.org/m.php?5309
Ponnunni,Anchiloraal Arjunan,2007,Ananda Bhairavi,Mohan Sithara,Sarath Vayalar,P Jayachandran,12805,5804,https://en.msidb.org/s.php?12805,https://en.msidb.org/m.php?5804
Anthinilaavinte,Pranayakaalam,2007,Ananda Bhairavi,Ouseppachan,Rafeeq Ahamed,Kalyani Menon,13803,5982,https://en.msidb.org/s.php?13803,https://en.msidb.org/m.php?5982
Manjutharasree,Mizhikal Sakshi,2008,Ananda Bhairavi,V Dakshinamoorthy,ONV Kurup,Aparna Rajeev,16082,6060,https://en.msidb.org/s.php?16082,https://en.msidb.org/m.php?6060
Shaarike Ninnekkaanaan,Raakkilippaattu,2009,Ananda Bhairavi,Vidyasagar,K Jayakumar,"KS Chithra, Sujatha Mohan, Sangeetha Madhav",9262,3612,https://en.msidb.org/s.php?9262,https://en.msidb.org/m.php?3612
Ambaadi Thanniloramma,Orkut Oru Ormmakkoottu,2012,Ananda Bhairavi,Leela Gireesh Kuttan,Santhosh Varma,Lekha R Nair,193224,6944,https://en.msidb.org/s.php?193224,https://en.msidb.org/m.php?6944
Thiruvonappularithan,Thiruvonam,1975,Arabhi,MK Arjunan,Sreekumaran Thampi,Vani Jairam,3707,2938,https://en.msidb.org/s.php?3707,https://en.msidb.org/m.php?2938
Samayaakini,Sree Thyagaraja,1981,Arabhi,KV Mahadevan,Traditional (Thyagaraja),SP Balasubrahmanyam,5535,3020,https://en.msidb.org/s.php?5535,https://en.msidb.org/m.php?3020
Kandathundo Sakhee,Manthravaadi,1956,Atana,Br Lakshmanan,Thirunayinaarkurichi Madhavan Nair,P Leela,1845,2284,https://en.msidb.org/s.php?1845,https://en.msidb.org/m.php?2284
Naadan Paattinte,Babumon,1975,Atana,MS Viswanathan,Mankombu Gopalakrishnan,KJ Yesudas,3738,216,https://en.msidb.org/s.php?3738,https://en.msidb.org/m.php?216
Pranayamalarkkaavil,Mallanum Mathevanum,1976,Atana,K Raghavan,P Bhaskaran,"KJ Yesudas, KP Brahmanandan, Selma George",3982,1846,https://en.msidb.org/s.php?3982,https://en.msidb.org/m.php?1846
Sankara Digvijayam,Jagadguru Adisankaran,1977,Atana,V Dakshinamoorthy,P Bhaskaran,KJ Yesudas,4404,3882,https://en.msidb.org/s.php?4404,https://en.msidb.org/m.php?3882
Aadiyushassil,Manushyan,1979,Atana,V Dakshinamoorthy,Bharanikkavu Sivakumar,KJ Yesudas,5053,2678,https://en.msidb.org/s.php?5053,https://en.msidb.org/m.php?2678
Sreemad Chandana,Amme Naaraayana,1984,Atana,AT Ummer,Traditional (Folk),KP Brahmanandan,13897,1053,https://en.msidb.org/s.php?13897,https://en.msidb.org/m.php?1053
Baala Kanakamaya,Saagara Sangamam,1984,Atana,Ilayaraja,Traditional (Thyagaraja),S Janaki,12984,5822,https://en.msidb.org/s.php?12984,https://en.msidb.org/m.php?5822
Nee vin poo pol,Innale,1990,Atana,Perumbavoor G Ravindranath,Kaithapram,"KJ Yesudas, KS Chithra",5466,3094,https://en.msidb.org/s.php?5466,https://en.msidb.org/m.php?3094
Paattum paadi,Speed (Fast Track),2006,Bahudhari,Deepak Dev,Gireesh Puthenchery,KJ Yesudas,11083,4603,https://en.msidb.org/s.php?11083,https://en.msidb.org/m.php?4603
Chandam kaalindi (f),Chess,2006,Bahumarini,Berny Ignatius,Sarath Vayalar,KS Chithra,11068,5181,https://en.msidb.org/s.php?11068,https://en.msidb.org/m.php?5181
Chandam kaalindi [D],Chess,2006,Bahumarini,Berny Ignatius,Sarath Vayalar,"KJ Yesudas, KS Chithra",11067,5181,https://en.msidb.org/s.php?11067,https://en.msidb.org/m.php?5181
Chandam kaalindi [M],Chess,2006,Bahumarini,Berny Ignatius,Sarath Vayalar,"KJ Yesudas, Chorus",19075,5181,https://en.msidb.org/s.php?19075,https://en.msidb.org/m.php?5181
Mallaakshee Manimaaril,Kumaarasambhavam,1969,Basanth Bahar,G Devarajan,Vayalar Ramavarma,"MG Radhakrishnan, B Vasantha",1406,557,https://en.msidb.org/s.php?1406,https://en.msidb.org/m.php?557
Varunee Premaramani,Amma,1952,Begada,V Dakshinamoorthy,P Bhaskaran,"Gokulapalan, Kaviyoor Revamma",2018,4654,https://en.msidb.org/s.php?2018,https://en.msidb.org/m.php?4654
Krishna Guruvaayoorappa,Nithyakanyaka,1963,Begada,G Devarajan,Vayalar Ramavarma,KJ Yesudas,186,4930,https://en.msidb.org/s.php?186,https://en.msidb.org/m.php?4930
Thapassirunnu Devan,Kumaarasambhavam,1969,Begada,G Devarajan,ONV Kurup,KJ Yesudas,1399,557,https://en.msidb.org/s.php?1399,https://en.msidb.org/m.php?557
Ambalapparambile,Ningalenne Communistaakki,1970,Begada,G Devarajan,Vayalar Ramavarma,KJ Yesudas,2330,1990,https://en.msidb.org/s.php?2330,https://en.msidb.org/m.php?1990
Innale Neeyoru,Sthree,1970,Begada,V Dakshinamoorthy,P Bhaskaran,S Janaki,2248,4711,https://en.msidb.org/s.php?2248,https://en.msidb.org/m.php?4711
Innale Neeyoru,Sthree,1970,Begada,V Dakshinamoorthy,P Bhaskaran,KJ Yesudas,2249,4711,https://en.msidb.org/s.php?2249,https://en.msidb.org/m.php?4711
Maanathu Ninnoru,Anweshanam,1972,Begada,MK Arjunan,Sreekumaran Thampi,"KJ Yesudas, S Janaki",2824,1737,https://en.msidb.org/s.php?2824,https://en.msidb.org/m.php?1737
Sangeethamaathmaavin Sougandhikam,Aaraadhika,1973,Begada,MS Baburaj,Sreekumaran Thampi,"P Leela, B Vasantha",2988,1379,https://en.msidb.org/s.php?2988,https://en.msidb.org/m.php?1379
Ammaykkum Achanum,Interview,1973,Begada,V Dakshinamoorthy,Vayalar Ramavarma,P Susheela,3104,4227,https://en.msidb.org/s.php?3104,https://en.msidb.org/m.php?4227
Kalayude Devi,Udayam,1973,Begada,V Dakshinamoorthy,Sreekumaran Thampi,"S Janaki, Ambili Rajasekharan",2931,3156,https://en.msidb.org/s.php?2931,https://en.msidb.org/m.php?3156
Poonilaave Vaa,Padmaraagam,1975,Begada,MK Arjunan,Sreekumaran Thampi,S Janaki,3757,1970,https://en.msidb.org/s.php?3757,https://en.msidb.org/m.php?1970
Sankara Digvijayam,Jagadguru Adisankaran,1977,Begada,V Dakshinamoorthy,P Bhaskaran,KJ Yesudas,4404,3882,https://en.msidb.org/s.php?4404,https://en.msidb.org/m.php?3882
Thanne Kaamicheedaathe,Yudhakaandam,1977,Begada,K Raghavan,ONV Kurup,P Leela,192694,3809,https://en.msidb.org/s.php?192694,https://en.msidb.org/m.php?3809
Aadiyushassil,Manushyan,1979,Begada,V Dakshinamoorthy,Bharanikkavu Sivakumar,KJ Yesudas,5053,2678,https://en.msidb.org/s.php?5053,https://en.msidb.org/m.php?2678
Swarga Sankalpathin,Vellam,1985,Begada,G Devarajan,Mullanezhi,P Susheela,6583,2430,https://en.msidb.org/s.php?6583,https://en.msidb.org/m.php?2430
Thaaraambaram,Kinnarippuzhayoram,1994,Begada,MG Radhakrishnan,Gireesh Puthenchery,MG Sreekumar,12619,1224,https://en.msidb.org/s.php?12619,https://en.msidb.org/m.php?1224
Samayamithapoorva [M],Harikrishnans,1998,Begada,Ouseppachan,Kaithapram,KJ Yesudas,9647,4059,https://en.msidb.org/s.php?9647,https://en.msidb.org/m.php?4059
Azhakaarna,Kanaka Simhaasanam,2006,Begada,M Jayachandran,Rajeev Alunkal,"Sankaran Namboothiri, Ganga Sitharasu, Priya",12247,5529,https://en.msidb.org/s.php?12247,https://en.msidb.org/m.php?5529
Mayangippoyi,Nottam,2007,Begada,M Jayachandran,Kaithapram,KS Chithra,10942,2440,https://en.msidb.org/s.php?10942,https://en.msidb.org/m.php?2440
Aambalinodo thamarayodo,Neelaambari,2010,Begada,Kaithapram Viswanath,Kaithapram,Anu V Kadammanitta,190958,6715,https://en.msidb.org/s.php?190958,https://en.msidb.org/m.php?6715
Manjil Kulichu,Kaliyachan,2015,Begada,Bijibal Maniyil,P Kunjiraman Nair,Vipin Lal,1954190,7336,https://en.msidb.org/s.php?1954190,https://en.msidb.org/m.php?7336
Varnashaalayil Varoo,Kandavarundo,1972,Bhaathiyaar,RK Sekhar,Sreekumaran Thampi,S Janaki,2646,1736,https://en.msidb.org/s.php?2646,https://en.msidb.org/m.php?1736
Nizhalaay ormakal,Vishnu,1994,Bhaathiyaar,Raveendran,Bichu Thirumala,KJ Yesudas,10043,741,https://en.msidb.org/s.php?10043,https://en.msidb.org/m.php?741
Nizhalaay ormakal (F),Vishnu,1994,Bhaathiyaar,Raveendran,Bichu Thirumala,KS Chithra,12646,741,https://en.msidb.org/s.php?12646,https://en.msidb.org/m.php?741
Maanasamaine Varoo,Chemmeen,1966,Bhagesri,Salil Chowdhary,Vayalar Ramavarma,Manna Dey,724,3838,https://en.msidb.org/s.php?724,https://en.msidb.org/m.php?3838
Manda Mandam,Chekuthaante Kotta,1967,Bhagesri,BA Chidambaranath,P Bhaskaran,KJ Yesudas,1020,938,https://en.msidb.org/s.php?1020,https://en.msidb.org/m.php?938
Ajnaatha Sakhi,Ollathumathi,1967,Bhagesri,LPR Varma,Vayalar Ramavarma,KJ Yesudas,1024,1022,https://en.msidb.org/s.php?1024,https://en.msidb.org/m.php?1022
Shishuvineppol Punchirithooki,Karutha Pournami,1968,Bhagesri,MK Arjunan,P Bhaskaran,"KJ Yesudas, S Janaki",1060,5009,https://en.msidb.org/s.php?1060,https://en.msidb.org/m.php?5009
Manmadha Devante,Detective 909 Keralathil,1970,Bhagesri,MK Arjunan,P Bhaskaran,KJ Yesudas,2399,1531,https://en.msidb.org/s.php?2399,https://en.msidb.org/m.php?1531
Priyamullavale,Thekkankaattu,1973,Bhagesri,AT Ummer,P Bhaskaran,KP Brahmanandan,3154,428,https://en.msidb.org/s.php?3154,https://en.msidb.org/m.php?428
Ashtapadiyile,Jeevikkaan Marannu Poya Sthree,1974,Bhagesri,MS Viswanathan,Vayalar Ramavarma,"P Jayachandran, Pushpalatha",3234,3454,https://en.msidb.org/s.php?3234,https://en.msidb.org/m.php?3454
Kaashmeera Sandhyakale,Neelasaari,1976,Bhagesri,V Dakshinamoorthy,Pappanamkodu Lakshmanan,KJ Yesudas,4036,2102,https://en.msidb.org/s.php?4036,https://en.msidb.org/m.php?2102
Indraneela Thukilukal,Rajaankanam,1976,Bhagesri,MK Arjunan,Appan Thachethu,KJ Yesudas,13955,1982,https://en.msidb.org/s.php?13955,https://en.msidb.org/m.php?1982
Chempakathaikal Pootha,Kaathirunna Nimisham,1978,Bhagesri,MK Arjunan,Sreekumaran Thampi,KJ Yesudas,4562,4385,https://en.msidb.org/s.php?4562,https://en.msidb.org/m.php?4385
Akale ninnu njan,Priyasakhi Raadha,1982,Bhagesri,V Dakshinamoorthy,Sreekumaran Thampi,KJ Yesudas,6326,1875,https://en.msidb.org/s.php?6326,https://en.msidb.org/m.php?1875
Mridangam,Sree Ayyappanum Vaavarum,1982,Bhagesri,AT Ummer,Traditional (Thalam),Instrumental,13604,1558,https://en.msidb.org/s.php?13604,https://en.msidb.org/m.php?1558
Paathiraa Thaarame,Kuyilinethedi,1983,Bhagesri,Shyam,Chunakkara Ramankutty,KJ Yesudas,6521,1893,https://en.msidb.org/s.php?6521,https://en.msidb.org/m.php?1893
Aayiram poo vidarnnu,Kadamattathachan,1984,Bhagesri,AT Ummer,"Poovachal Khader, Koorkancheri Sugathan",Vani Jairam,8048,2221,https://en.msidb.org/s.php?8048,https://en.msidb.org/m.php?2221
Innumente kannuneeril,Yuvajanolsavam,1986,Bhagesri,Raveendran,Sreekumaran Thampi,KJ Yesudas,7796,1979,https://en.msidb.org/s.php?7796,https://en.msidb.org/m.php?1979
Chandanam Manakkunna,Achuvettante Veedu,1987,Bhagesri,Vidyadharan,S Ramesan Nair,"KJ Yesudas, Chorus",7133,2384,https://en.msidb.org/s.php?7133,https://en.msidb.org/m.php?2384
Chandanam Manakkunna,Achuvettante Veedu,1987,Bhagesri,Vidyadharan,S Ramesan Nair,"KS Chithra, Chorus",7134,2384,https://en.msidb.org/s.php?7134,https://en.msidb.org/m.php?2384
Premayamuna,Pooram,1989,Bhagesri,MG Radhakrishnan,Kavalam Narayana Panicker,Kavalam Sreekumar,10649,2785,https://en.msidb.org/s.php?10649,https://en.msidb.org/m.php?2785
