ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note
"hamsapancama","Hamsapancama","Hamsapancama",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 P N3 D1 N3 P S'","S' N3 D1 M1 G2 R2 S","Shadava",No,"",Yes,""
"hamsavahini","Hamsavahini","Hamsavāhini",21,"Keeravani",4,"Veda (Scriptures)","S R2 M1 P D1 N3 S'","S' N3 D1 P M1 R2 S","Shadava",No,"",Yes,""
"jayashree","Jayashree","Jayashree",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N3 D1 S'","S' N3 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"kadaram","Kadaram","Kadaram",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 D1 N3 S'","S' N3 D1 M1 G2 S","Audava",No,"",Yes,"Chandrakosh, Chandrakauns , Chandrakaush"
"kalyana-vasantam","Kalyana Vasantam","Kalyāna Vasantam",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 D1 N3 S'","S' N3 D1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"kusumavali","Kusumavali","Kusumāvali",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 P D1 S'","S' N3 D1 P M1 G2 M1 R1 S","Audava-Sampurna",No,"",Yes,""
"madhavi","Madhavi","Mādhavi",21,"Keeravani",4,"Veda (Scriptures)","S M1 G2 M1 P D1 N3 S'","S' N3 D1 P M1 S M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,""
"mishramanolayam","Mishramanolayam","Mishramanolayam",21,"Keeravani",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' D2 D1 P M1 R2 S","Audava",No,"",Yes,""
"priyadarshani","Priyadarshani","Priyadarshani",21,"Keeravani",4,"Veda (Scriptures)","S R2 M1 D1 N3 S'","S' N3 D1 M1 R2 S","Audava",No,"",Yes,""
"rishipriya","Rishipriya","Rishipriya",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N3 S'","S' N3 P M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,""
"samapriya","Samapriya","Sāmapriya",21,"Keeravani",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' D1 P M1 R2 S","Audava",No,"",Yes,""
"shrothasvini","Shrothasvini","Shrothasvini",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 P N3 S'","S' N3 P M1 G2 S","Audava",No,"",Yes,""
"vasanthamanohari","Vasanthamanohari","Vasanthamanohari",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 M1 D1 N3 S'","S' N3 D1 M1 G2 R2 S","Shadava",No,"",Yes,""
"shree","Shree","Shree",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P D2 N2 P M1 R2 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"andolika","Andolika","Andolikā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D2 M1 R2 S","Audava",No,"",Yes,""
"abheri-m22","Abheri","Abheri",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"abhogi","Abhogi","Abhogi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 D2 S'","S' D2 M1 G2 R2 S","Audava",No,"",Yes,""
"adi-kapi","Adi Kapi","Ādi Kāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 G2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"aryamati","Aryamati","Āryamati",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' N2 D2 P D2 M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"agnikopa","Agnikopa","Agnikopa",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 P M1 G2 R2 S","Audava-Shadava",No,"",Yes,""
"balachandrika","Balachandrika","Bālachandrika",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N2 S'","S' N2 D2 M1 G2 R2 S","Shadava",No,"",Yes,""
"basant-bahar","Basant Bahar","Basant Bahār",22,"Kharaharapriya",4,"Veda (Scriptures)","S M2 P G3 M2 N3 D1 N3 S","R2 S N2 D2 P M1 G2 M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"Hindustani equivalent"
"bageshri","Bageshri","Bageshri",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 P D2 G2 M1 R2 S","Audava-Sampurna",No,"",Yes,""
"bhagavatapriya","Bhagavatapriya","Bhagavatapriya",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"bhagavathpriya","Bhagavathpriya","Bhagavathpriya",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 R2 M1 P D2 N2 S'","S' N2 D2 P M1 R2 S","Sampurna-Shadava",No,"",Yes,""
"bhimpalasi","Bhimpalasi","Bhimpalasi",22,"Kharaharapriya",4,"Veda (Scriptures)","N2 S G2 M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"Hindustani equivalent"
"brindavana-saranga","Brindavana Saranga","Brindāvana Sāranga",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N2 P M1 R2 G2 R2 S","Audava-Shadava",Yes,"N3",Yes,"Hindustani equivalent"
"brindavani","Brindavani","Brindāvani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N2 P M1 R2 S","Audava",Yes,"N3",Yes,"Hindustani equivalent"
"chakrapradipta","Chakrapradipta","Chakrapradipta",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P M1 D2 N2 S'","S' N2 D2 M1 G2 S","Sampurna-Audava",No,"",Yes,""
"chittaranjani-m22","Chittaranjani","Chittaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2","N2 D2 P M1 G2 R2 S","Sampurna",No,"",No,""
"darbar","Darbar","Darbar",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 S","R2 S N2 S D2 P M1 R2 G2 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"dayavati","Dayavati","Dayavati",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P N2 S'","S' N2 P M1 G2 S","Audava",No,"",Yes,""
"devamruthavarshani","Devamruthavarshani","Devāmruthavarshani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 N2 D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"deva-manohari","Deva Manohari","Deva Manohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 S'","S' N2 D2 N2 P M1 R2 S","Shadava",No,"",Yes,""
"dhanakapi","Dhanakapi","Dhanakāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S (Varies)","S N2 D2 N2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"dilipika","Dilipika","Dilipika",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 D2 N2 P D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"gowla-kannada","Gowla Kannada","Gowla Kannada",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 P M1 G2 S","Sampurna-Audava",No,"",Yes,""
"gara","Gara","Gāra",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N3 S'","S' N2 D2 P M1 G3 R2 G2 R2 S N3 S N2 D2 S","Shadava-Sampurna",Yes,"G3 D1 N3",Yes,"Hindustani equivalent"
"hamsa-abheri","Hamsa abheri","Hamsa ābheri",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 P M1 P N2 S'","S' N2 D2 P M1 G2 S","Audava-Shadava",No,"",Yes,""
"haridasapriya","Haridasapriya","Haridasapriya",22,"Kharaharapriya",4,"Veda (Scriptures)","S P M1 G3 M1 P N2 S'","S' N2 D2 N2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"harinarayani","Harinarayani","Harinārāyani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P M1 D2 N2 S'","S' N2 P M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,""
"hindustani-kapi","Hindustani Kapi","Hindustāni Kāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D2 N2 P M1 G2 M1 D2 P G2 R2 S N2 S","Audava-Sampurna",Yes,"G3 D1 N3",Yes,""
"huseni","Huseni","Huseni",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 D2 N2 S S R2 G3 M1 P N3 D2 M1 P N3 S'","S' N2 D1 P M1 G2 R2 S  S N3 S P D2 M1 P G3 R2 S","Sampurna",Yes,"D1",Yes,""
"jatadhari","Jatadhari","Jatādhāri",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 S'","S' N2 D2 P M1 R2 S","Shadava",No,"",Yes,""
"jayamanohari","Jayamanohari","Jayamanohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 D2 S'","S' N2 D2 M1 G2 R2 S","Audava-Shadava",No,"",Yes,""
"jayanarayani","Jayanarayani","Jayanārāyani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"jayanthasena","Jayanthasena","Jayanthasena",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 S'","S' N2 D2 P M1 G2 S","Audava-Shadava",No,"",Yes,""
"jog","Jog","Jog",22,"Kharaharapriya",4,"Veda (Scriptures)","S G3 M1 P N2 S'","S' N2 P M1 G3 M1 G2 S","Audava",Yes,"G2",Yes,"Hindustani equivalent"
"kanada","Kanada","Kanadā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 P G2 M1 D2 N2 S'","S' N2 P M1 G2 M1 R2 S","Sampurna-Shadava",No,"",Yes,""
"kapi","Kapi","Kāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N2 D2 N2 P M1 G2 R2 S","Audava-Sampurna",Yes,"G3 D1 N3",Yes,""
"kapijingala","Kapijingala","Kāpijingala",22,"Kharaharapriya",4,"Veda (Scriptures)","S N2 S R2 G2 M1","M1 G2 R2 S N2 D2 N2 S","Audava-Shadava",No,"",Yes,""
"kalanidhi","Kalanidhi","Kalānidhi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 S P M1 D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"kalika","Kalika","Kalika",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 N2 S'","S' N2 D2 P G2 R2 S","Shadava",No,"",Yes,""
"kannadagowla","Kannadagowla","Kannadagowla",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 S'","S' N2 D2 P M1 G2 S","Shadava",No,"",Yes,""
"karnataka-hindolam","Karnataka Hindolam","Karnātaka Hindolam",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 G2 S","Audava",No,"",Yes,""
"karnataka-kapi","Karnataka Kapi","Karnātaka Kāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"karnataka-devagandhari","Karnataka Devagandhari","Karnātaka Devagāndhari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"karnaranjani","Karnaranjani","Karnaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 G2 P D2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"kowmodaki","Kowmodaki","Kowmodaki",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' D2 P G2 S","Sampurna-Swarantara",No,"",Yes,""
"kowshika","Kowshika","Kowshika",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 G2 M1 R2 S","Audava-Shadava",No,"",Yes,""
"lalitamanohari","Lalitamanohari","Lalitamanohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N2 S'","S' N2 P M1 G2 R2 S","Shadava",No,"",Yes,""
"madhavamanohari","Madhavamanohari","Mādhavamanohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 D2 N2 S'","S' N2 D2 M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,""
"malavashree","Malavashree","Mālavashree",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 D2 N2 P D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"mayapradeeptam","Mayapradeeptam","Māyapradeeptam",22,"Kharaharapriya",4,"Veda (Scriptures)","S M1 G2 M1 P D2 N2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,""
"madhyamaravali","Madhyamaravali","Madhyamarāvali",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 N2 S'","S' N2 D2 P G2 R2 S","Shadava",No,"",Yes,""
"madhyamavathi","Madhyamavathi","Madhyamāvathi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P M1 R2 S","Audava",No,"",Yes,""
"mahanandhi","Mahanandhi","Mahānandhi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",No,"",Yes,""
"mandamari","Mandamari","Mandāmari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 S'","S' N2 S D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"mangalavathi","Mangalavathi","Mangalāvathi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 S'","S' D2 P M1 G2 R2 S","Audava-Shadava",No,"",Yes,""
"manirangu","Manirangu","Manirangu",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P M1 G2 R2 S","Audava-Shadava",No,"",Yes,""
"manjari","Manjari","Manjari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 P N2 D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"manohari","Manohari","Manohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 P D2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,""
"manorama","Manorama","Manorama",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D1 P S'","S' N2 D1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"maruvadhanyasi","Maruvadhanyasi","Maruvadhanyāsi",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 S'","S' N2 D2 P M1 D2 M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"mishramanolayam-m22","Mishramanolayam","Mishramanolayam",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' D2 D1 P M1 R2 S","Audava",No,"",Yes,""
"mishra-shivaranjani","Mishra shivaranjani","Mishra shivaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",Yes,"R1 G3 M1 M2 D1 N2 N3",Yes,""
"malhar-or-miyan-ki-malhar","Malhar or Miyan ki Malhar","Malhar or Miyān ki Malhār",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 P M1 P N2 D2 N3 S'","S' N2 P M1 P G2 M1 R2 S","Shadava",Yes,"N3",Yes,"Hindustani equivalent"
"mukhari","Mukhari","Mukhāri",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 D2 S'","S' N2 D1 P M1 G2 R2 S","Shadava-Sampurna",Yes,"D1",Yes,""
"nadachintamani","Nadachintamani","Nādachintāmani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 N2 D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"nadatarangini","Nadatarangini","Nādatārangini",22,"Kharaharapriya",4,"Veda (Scriptures)","S P M1 R2 G2 S'","S' P N2 D2 P M1 G2 R2 G2 S","Audava-Sampurna",No,"",Yes,""
"nadavarangini","Nadavarangini","Nādavarangini",22,"Kharaharapriya",4,"Veda (Scriptures)","S P M1 N2 D2 N2 S'","S' P N2 D2 P M1 G2 R2 G2 S","Audava-Sampurna",No,"",Yes,""
"nagari","Nagari","Nāgari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 S","Shadava",No,"",Yes,""
"nagavalli","Nagavalli","Nāgavalli",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 D2 N2 S'","S' N2 D2 M1 R2 S","Audava",No,"",Yes,""
"nayaki","Nayaki","Nāyaki",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 D2 P S'","S' N2 D2 P M1 R2 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"nigamagamini","Nigamagamini","Nigamagāmini",22,"Kharaharapriya",4,"Veda (Scriptures)","M1 G2 S G2 M1 N2 S'","S' N2 M1 G2 M1 G2 S","Swarantara",No,"",Yes,""
"nirmalangi","Nirmalangi","Nirmalāngi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P M1 R2 S","Audava",No,"",Yes,""
"omkari","Omkari","Omkāri",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,""
"panchamam","Panchamam","Panchamam",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 D2 P N2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"phalamanjari","Phalamanjari","Phalamanjari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 S'","S' N2 D2 P M1 G2 M1 R2 S","Swarantara-Sampurna",No,"",Yes,""
"phalaranjani","Phalaranjani","Phalaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P M1 D2 S'","S' N2 D2 P M1 G2 M1 R2 S","Audava-Sampurna",No,"",Yes,""
"pilu-peelu-","Pilu (peelu)","Pilu (peelu)",22,"Kharaharapriya",4,"Veda (Scriptures)","N3 S G3 M1 P N3 S'","S' N2 D2 P D1 P M1 G2 R2 S N3 S","Audava-Sampurna",Yes,"G3 D1 N3",Yes,"Hindustani equivalent"
"poornakalanidhi","Poornakalanidhi","Poornakalānidhi",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,""
"pushpalathika","Pushpalathika","Pushpalathika",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 S'","S' N2 P M1 G2 R2 S","Shadava",No,"",Yes,""
"ratipatipriya","Ratipatipriya","Ratipatipriya",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P N2 S'","S' N2 P G2 R2 S","Audava",No,"",Yes,""
"reethigowla","Reethigowla","Reethigowla",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 N2 D2 M1 N2 N2 S'","S' N2 D2 M1 G2 M1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"rudrapriya","Rudrapriya","Rudrapriyā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 P M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,""
"sahana","Sahana","Sahāna",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P M1 D2 N2 S'","S' N2 D2 P M1 G2 G2 R2 G2 R2 S","Sampurna",Yes,"G3",Yes,"Original"
"salagabhairavi","Salagabhairavi","Sālagabhairavi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"sarang","Sarang","Sārang",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P M1 R2 S","Audava",No,"",Yes,"Hindustani equivalent"
"saindhavi","Saindhavi","Saindhavi",22,"Kharaharapriya",4,"Veda (Scriptures)","N2 D2 N2 S R2 G2 M1 P D2 N2","D2 P M1 G2 R2 S N2 D2 N2 S","Sampurna",No,"",Yes,""
"sangrama","Sangrama","Sangrama",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 D2 N2 P S'","S' N2 D2 G2 R2 S","Shadava-Audava",No,"",Yes,""
"sankrandanapriya","Sankrandanapriya","Sankrāndanapriyā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",No,"",Yes,""
"sarvachoodamani","Sarvachoodamani","Sarvachoodāmani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 G2 M1 P D2 N2 S'","S' N2 P D2 N2 D2 P M1 G2 R2 G2 R2 S","Sampurna",No,"",Yes,""
"shivapriya","Shivapriya","Shivapriyā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",No,"",Yes,""
"shivaranjani","Shivaranjani","Shivaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' D2 P G2 R2 S","Audava",No,"",Yes,""
"shree-manohari","Shree Manohari","Shree Manohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 P D2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,""
"shree-manoranjani","Shree Manoranjani","Shree Manoranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 G2 R2 S","Audava-Shadava",No,"",Yes,""
"shreeranjani","Shreeranjani","Shreeranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 D2 N2 S'","S' N2 D2 M1 G2 R2 S","Shadava",No,"",Yes,""
"siddhasena","Siddhasena","Siddhasena",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 R2 G2 M1 P D2 S'","S' N2 D2 M1 P M1 R2 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"suddha-bangala","Suddha Bangala","Suddha Bangāla",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 S'","S' D2 P M1 R2 G2 R2 S","Audava-Shadava",No,"",Yes,""
"suddha-bhairavi","Suddha Bhairavi","Suddha Bhairavi",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 D2 S'","S' N2 D2 M1 G2 R2 S","Shadava",No,"",Yes,""
"suddha-dhanyasi","Suddha Dhanyasi","Suddha Dhanyāsi",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 P M1 G2 S","Audava",No,"",Yes,""
"suddha-hindolam","Suddha Hindolam","Suddha Hindolam",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 G2 S","Audava",No,"",Yes,"Varamu"
"suddha-manohari","Suddha Manohari","Suddha Manohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 S'","S' N2 P M1 R2 G2 S","Shadava",No,"",Yes,""
"suddha-velavali","Suddha Velavali","Suddha Velāvali",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D2 N2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"sugunabhooshani","Sugunabhooshani","Sugunabhooshani",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P M1 D2 N2 S'","S' N2 D2 P M1 D2 M1 R2 S","Shadava",No,"",Yes,""
"swarabhooshani","Swarabhooshani","Swarabhooshani",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N2 S'","S' N2 D2 P M1 R2 S","Shadava",No,"",Yes,""
"swarakalanidhi","Swarakalanidhi","Swarakalānidhi",22,"Kharaharapriya",4,"Veda (Scriptures)","S M1 G2 M1 P D2 N2 S'","S' N2 D2 N2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"swararanjani","Swararanjani","Swararanjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 D2 N2 S'","S' N2 P M1 G2 M1 R2 S","Shadava",No,"",Yes,""
"tavamukhari","Tavamukhari","Tavamukhāri",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"vajrakanti","Vajrakanti","Vajrakānti",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 D1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"gowrivelavali","Gowrivelavali","Gowrivelāvali",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 G2 S R2 M1 P D2 S S R2 G1 G2 S R2 M1 M1 P D2 D2 S'","S' N3 D2 P M1 G2 R2 S S N3 D2 P M1 G1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"gowrishankar","Gowrishankar","Gowrishankar",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 G2 M1 P N3 S'","S' N3 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"hamsadeepika","Hamsadeepika","Hamsadeepika",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 G2 M1 D2 S'","S' N3 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"hrudkamali","Hrudkamali","Hrudkamali",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 M1 D2 N3 S'","S' N3 D2 M1 R2 S","Audava",No,"",Yes,""
"lavanthika","Lavanthika","Lavanthika",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N3 P M1 R2 S","Audava",No,"",Yes,""
"sundaramanohari","Sundaramanohari","Sundaramanohari",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N3 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"patdip","Patdip","Patdīp",23,"Gourimanohari",4,"Veda (Scriptures)","N3 S G2 M1 P N3 S'","S' N3 D2 P M1 P G2 M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"Hindustani equivalent"
"thyagaraja-mangalam","Thyagaraja Mangalam","Thyagaraja Mangalam",23,"Gourimanohari",4,"Veda (Scriptures)","S G2 M1 P N3 S'","S' N3 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"vasantashree","Vasantashree","Vasantashree",23,"Gourimanohari",4,"Veda (Scriptures)","S R2 G2 M1 D2 N3 S'","S' N3 D2 M1 G2 R2 S","Shadava",No,"",Yes,"Amba Manohari"
